iter	Quantile:alpha=0.75
794	0.308667556
795	0.3086596662
796	0.3086503506
797	0.3086432354
798	0.3086347976
799	0.3086246354
800	0.3086147606
801	0.308603577
802	0.3085904659
803	0.3085816327
804	0.3085735103
805	0.3085634362
806	0.3085552147
807	0.3085437944
808	0.3085334637
809	0.308518205
810	0.3085090943
811	0.3085005273
812	0.3084895107
813	0.3084797592
814	0.3084691534
815	0.3084618372
816	0.3084517184
817	0.3084437229
818	0.3084322815
819	0.308423957
820	0.3084147787
821	0.3084069573
822	0.3083962531
823	0.3083828198
824	0.3083683198
825	0.3083558985
826	0.3083468125
827	0.3083370376
828	0.3083289445
829	0.3083239434
830	0.3083130363
831	0.308304011
832	0.3082948969
833	0.3082831178
834	0.3082741915
835	0.3082627183
836	0.3082518538
837	0.3082446535
838	0.3082339979
839	0.308225711
840	0.3082167391
841	0.3082111331
842	0.3082031976
843	0.3081942926
844	0.3081843199
845	0.3081750759
846	0.308164211
847	0.3081559042
848	0.3081513391
849	0.3081413716
850	0.3081364167
851	0.3081263335
852	0.3081102835
853	0.3081031625
854	0.3080935465
855	0.3080797993
856	0.3080718646
857	0.3080595007
858	0.3080513311
859	0.3080412204
860	0.3080302737
861	0.3080171412
862	0.3080082371
863	0.3080033404
864	0.3079947169
865	0.3079894258
866	0.3079785262
867	0.3079661574
868	0.3079569459
869	0.3079483863
870	0.3079408445
871	0.307933034
872	0.3079248464
873	0.3079111032
874	0.3078996438
875	0.3078845136
876	0.3078803767
877	0.3078697889
878	0.3078609109
879	0.3078526308
880	0.307842327
881	0.3078357258
882	0.3078288851
883	0.3078180441
884	0.3078099468
885	0.3077937234
886	0.3077815619
887	0.3077708994
888	0.3077552853
889	0.3077501171
890	0.3077409832
891	0.3077319758
892	0.3077275243
893	0.3077179719
894	0.3077106182
895	0.3077021786
896	0.3076958693
897	0.3076890214
898	0.3076777192
899	0.3076650625
900	0.3076558596
901	0.3076466544
902	0.3076374168
903	0.307628345
904	0.3076196056
905	0.3076070821
906	0.3076006238
907	0.3075921217
908	0.3075818601
909	0.3075696054
910	0.3075608539
911	0.3075508728
912	0.30754289
913	0.3075317916
914	0.3075239441
915	0.3075108883
916	0.3075014499
917	0.3074944619
918	0.3074851482
919	0.3074735706
920	0.3074670813
921	0.30745461
922	0.3074451619
923	0.3074348957
924	0.3074244326
925	0.3074132863
926	0.3074066602
927	0.3073996438
928	0.3073865184
929	0.3073764846
930	0.3073679959
931	0.3073613803
932	0.307352114
933	0.3073437282
934	0.3073302889
935	0.3073194733
936	0.3073124777
937	0.3073015488
938	0.3072931603
939	0.3072792576
940	0.3072739212
941	0.3072662756
942	0.3072559309
943	0.3072451014
944	0.3072330176
945	0.307221406
946	0.3072086528
947	0.3071995463
948	0.307188716
949	0.3071780765
950	0.3071659017
951	0.3071580266
952	0.3071415301
953	0.3071284706
954	0.3071217103
955	0.3071121326
956	0.3071042305
957	0.3070977422
958	0.3070892256
959	0.3070779456
960	0.3070648495
961	0.3070556799
962	0.3070476112
963	0.3070355798
964	0.3070252962
965	0.3070163205
966	0.3070063084
967	0.3069991998
968	0.3069912095
969	0.3069819952
970	0.3069715329
971	0.3069572892
972	0.3069521959
973	0.3069433642
974	0.3069308092
975	0.3069226072
976	0.3069166584
977	0.3069102901
978	0.3069011811
979	0.3068930073
980	0.306882735
981	0.306871329
982	0.3068605811
983	0.3068544368
984	0.3068410513
985	0.3068337998
986	0.3068266404
987	0.3068162588
988	0.3068060285
989	0.3067927806
990	0.3067828062
991	0.3067724571
992	0.3067682555
993	0.3067615827
994	0.3067514675
995	0.3067431293
996	0.3067359932
997	0.3067291192
998	0.3067222623
999	0.3067107915
